STATE,REGION,OFFENCE CATEGORY,OFFENCE SUBCATEGORY,NUMBER
TARABA,NORTH EAST,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,0
TARABA,NORTH EAST,OFFENCES AGAINST PERSONS,SUICIDE,1
TARABA,NORTH EAST,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,0
TARABA,NORTH EAST,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,158
TARABA,NORTH EAST,OFFENCES AGAINST PERSONS,ASSAULT,54
TARABA,NORTH EAST,OFFENCES AGAINST PERSONS,CHILD STEALING,0
TARABA,NORTH EAST,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
TARABA,NORTH EAST,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,30
TARABA,NORTH EAST,OFFENCES AGAINST PERSONS,KIDNAPPING,14
TARABA,NORTH EAST,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,2
TARABA,NORTH EAST,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,176
TARABA,NORTH EAST,OFFENCES AGAINST LAWFUL AUTH,FORGERY OF CURRENCY,3
TARABA,NORTH EAST,OFFENCES AGAINST LAWFUL AUTH,COINING OFFENCE,4
TARABA,NORTH EAST,OFFENCES AGAINST LAWFUL AUTH,GAMBLING,0
TARABA,NORTH EAST,OFFENCES AGAINST LAWFUL AUTH,BREACH OF PEACE,1
TARABA,NORTH EAST,OFFENCES AGAINST LAWFUL AUTH,PERJURY,1
TARABA,NORTH EAST,OFFENCES AGAINST LAWFUL AUTH,BRIBERY & CORRUPTION,2
TARABA,NORTH EAST,OFFENCES AGAINST LAWFUL AUTH,ESCAPE FROM CUSTODY,3
TARABA,NORTH EAST,OFFENCES AGAINST LAWFUL AUTH,OTHER OFFENCE AGAINST LAWFUL AUTH,19
YOBE,NORTH EAST,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,32
YOBE,NORTH EAST,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,0
YOBE,NORTH EAST,OFFENCES AGAINST PROPERTY,THEFT /STEALING,335
YOBE,NORTH EAST,OFFENCES AGAINST PROPERTY,BURGLARY,0
YOBE,NORTH EAST,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,6
YOBE,NORTH EAST,OFFENCES AGAINST PROPERTY,STORE BREAKING,2
YOBE,NORTH EAST,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,45
YOBE,NORTH EAST,OFFENCES AGAINST PROPERTY,FORGERY,7
YOBE,NORTH EAST,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,3
YOBE,NORTH EAST,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,13
YOBE,NORTH EAST,OFFENCES AGAINST PROPERTY,ARSON,15
YOBE,NORTH EAST,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,77
YOBE,NORTH EAST,OFFENCES AGAINST PERSONS,MURDER,110
YOBE,NORTH EAST,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,0
YOBE,NORTH EAST,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,0
YOBE,NORTH EAST,OFFENCES AGAINST PERSONS,SUICIDE,0
YOBE,NORTH EAST,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,0
YOBE,NORTH EAST,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,72
YOBE,NORTH EAST,OFFENCES AGAINST PERSONS,ASSAULT,11
YOBE,NORTH EAST,OFFENCES AGAINST PERSONS,CHILD STEALING,0
YOBE,NORTH EAST,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
YOBE,NORTH EAST,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,51
YOBE,NORTH EAST,OFFENCES AGAINST PERSONS,KIDNAPPING,3
YOBE,NORTH EAST,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,11
YOBE,NORTH EAST,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,109
YOBE,NORTH EAST,OFFENCES AGAINST LAWFUL AUTH,FORGERY OF CURRENCY,3
YOBE,NORTH EAST,OFFENCES AGAINST LAWFUL AUTH,COINING OFFENCE,0
YOBE,NORTH EAST,OFFENCES AGAINST LAWFUL AUTH,GAMBLING,0
YOBE,NORTH EAST,OFFENCES AGAINST LAWFUL AUTH,BREACH OF PEACE,0
YOBE,NORTH EAST,OFFENCES AGAINST LAWFUL AUTH,PERJURY,1
YOBE,NORTH EAST,OFFENCES AGAINST LAWFUL AUTH,BRIBERY & CORRUPTION,0
YOBE,NORTH EAST,OFFENCES AGAINST LAWFUL AUTH,ESCAPE FROM CUSTODY,7
YOBE,NORTH EAST,OFFENCES AGAINST LAWFUL AUTH,OTHER OFFENCE AGAINST LAWFUL AUTH,77
ZAMFARA,NORTH WEST,OFFENCES AGAINST PROPERTY,ARMED ROBBERY,46
ZAMFARA,NORTH WEST,OFFENCES AGAINST PROPERTY,WOUNDING WITH MENACE,0
ZAMFARA,NORTH WEST,OFFENCES AGAINST PROPERTY,THEFT /STEALING,155
ZAMFARA,NORTH WEST,OFFENCES AGAINST PROPERTY,BURGLARY,0
ZAMFARA,NORTH WEST,OFFENCES AGAINST PROPERTY,HOUSE BREAKING,19
ZAMFARA,NORTH WEST,OFFENCES AGAINST PROPERTY,STORE BREAKING,2
ZAMFARA,NORTH WEST,OFFENCES AGAINST PROPERTY,FALSE PRETENCE & CHEATING/ FRAUD,21
ZAMFARA,NORTH WEST,OFFENCES AGAINST PROPERTY,FORGERY,1
ZAMFARA,NORTH WEST,OFFENCES AGAINST PROPERTY,RECEIVING STOLEN PROPERTY,29
ZAMFARA,NORTH WEST,OFFENCES AGAINST PROPERTY,UNLAWFUL POSSESS,6
ZAMFARA,NORTH WEST,OFFENCES AGAINST PROPERTY,ARSON,0
ZAMFARA,NORTH WEST,OFFENCES AGAINST PROPERTY,OTHER OFFENCE AGAINST PROPERTY,39
ZAMFARA,NORTH WEST,OFFENCES AGAINST PERSONS,MURDER,44
ZAMFARA,NORTH WEST,OFFENCES AGAINST PERSONS,MAN SLAUGHTER,0
ZAMFARA,NORTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED MURDER,19
ZAMFARA,NORTH WEST,OFFENCES AGAINST PERSONS,SUICIDE,0
ZAMFARA,NORTH WEST,OFFENCES AGAINST PERSONS,ATTEMPTED SUICIDE,0
ZAMFARA,NORTH WEST,OFFENCES AGAINST PERSONS,GRIEVIOUS HARM WOUNDING,34
ZAMFARA,NORTH WEST,OFFENCES AGAINST PERSONS,ASSAULT,21
ZAMFARA,NORTH WEST,OFFENCES AGAINST PERSONS,CHILD STEALING,0
ZAMFARA,NORTH WEST,OFFENCES AGAINST PERSONS,SLAVE DEALING,0
ZAMFARA,NORTH WEST,OFFENCES AGAINST PERSONS,RAPE & INDICENT ASSAULT,23
ZAMFARA,NORTH WEST,OFFENCES AGAINST PERSONS,KIDNAPPING,9
ZAMFARA,NORTH WEST,OFFENCES AGAINST PERSONS,UNNATURAL OFFENCE,10
ZAMFARA,NORTH WEST,OFFENCES AGAINST PERSONS,OTHER OFFENCE AGAINST PERSONS,9
ZAMFARA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,FORGERY OF CURRENCY,1
ZAMFARA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,COINING OFFENCE,0
ZAMFARA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,GAMBLING,0
ZAMFARA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,BREACH OF PEACE,0
ZAMFARA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,PERJURY,0
ZAMFARA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,BRIBERY & CORRUPTION,0
ZAMFARA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,ESCAPE FROM CUSTODY,0
ZAMFARA,NORTH WEST,OFFENCES AGAINST LAWFUL AUTH,OTHER OFFENCE AGAINST LAWFUL AUTH,31
